58	Recollection ~ The DL-6 Incident	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/V32y9gHJP0E	1
59	Investigation ~ Core 2001	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/e_FwZ6E5adA	1
60	Recollection ~ Class Trial	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/EtMfvQc-Rh8	1
61	Turnabout Sisters Ballad	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/Sz-m7l_QoEo	1
62	End	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/en8l-_-rBgw	1
63	Ema Skye ~ Turnabout Sisters Theme 2005	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/2FXO-QVjh9g	1
64	The Blue Badger ~ I Want to Protect You	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/5_tPakMnuyI	1
65	Damon Gant ~ Swimming, Anyone?	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/HNBhziViepg	1
66	Rise from the Ashes - End	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/ANcWZHFIcIM	1
67	Jingle ~ It Can't End Here	Phoenix Wright: Ace Attorney	Ace Attorney	https://youtu.be/yQpyHftAF5U	1
0	Cross Examination ~ Moderato	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/HmTs0SJOjqo	1
1	Logic Trinity	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/CQpdHIaIe-4	1
2	Phoenix Wright ~ Objection! 2013	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/Yy7NVfkEsvQ	1
3	Cross Examination ~ Allegro	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/LICY7XMIye0	1
4	Pursuit ~ Keep Pressing On	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/JpTQ7fr2yeM	1
5	Trucy's Theme ~ Child of Magic 2013	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/NQaCuEkFFZU	1
6	Investigation ~ Opening 2013	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/Gl8TteaY0ig	1
7	Florent L'Belle ~ Je suis L'Belle	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/El52iOqCAks	1
8	Simon Blackquill ~ Distorted Swordsmanship	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/8Q0BwOvHzTk	1
9	Apollo Justice ~ A New Chapter of Trials! 2013	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/Y_EfUOJlBGY	1
10	Lively People	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/bXUTeyZBEWA	1
11	Suspicious People	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/hynQcpm71DY	1
12	Difficult People	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/VtkILcf6ijM	1
13	Reminiscence ~ Wandering Heart	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/7Hs1P2eSv0o	1
14	Athena Cykes ~ Courtroom Révolutionnaire	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/HmCF8txfZnQ	1
15	Reminiscence ~ A Sad Memory	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/n42kjrhOMzs	1
16	Investigation ~ Core 2013	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/3AtY_tT9iL0	1
17	Won the Case! ~ Everyone's Victory	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/KEzxmtjkeAc	1
18	Ace Attorney 5 ~ End	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/WfFvmxG-6fU	1
19	Reminiscence ~ Departure from Regret	Phoenix Wright: Dual Destinies	Ace Attorney	https://youtu.be/uJy3Plbgt_U	1
261	Courtroom Lobby ~ Another Overture	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/3tgDWKlJsSM	1
262	Trial	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/_HaMSS7-lwQ	1
263	Questioning ~ Moderato 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/lP06Gve7VWg	1
264	Trick and Magic	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/-i5tt2-V2SE	1
265	Phoenix Wright ~ Objection! 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/36pwF_fh5b0	1
266	Questioning ~ Allegro 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/gBfFRGY-vto	1
267	Pressing Pursuit ~ Cross-Examine	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/7Cl98sQPDhU	1
268	Telling the Truth 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/wVkyy04CkTk	1
269	Jingle ~ Can't Sleep on a Night Like This	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/KepUb2l6K3E	1
270	Psyche-Lock	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/9yA3qrxxues	1
271	Investigation ~ Opening 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/f54XlAqBDug	1
272	Maya Fey ~ Turnabout Sisters Theme 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/GjmCbOFI1bk	1
273	Detention Center ~ Elegy of Surveillance Cameras	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/z6kKqU-FkRc	1
274	Kurain Village	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/VXS56M5wLJE	1
275	Recollection ~ Scars Etched by Flame	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/72LiIZ3M8jM	1
276	Eccentric	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/vYPL7ZN4E_o	1
277	Berry Big Circus	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/UjvOaYK7SgM	1
278	More Happy People	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/HtlWpGcCl5k	1
279	Recollection ~ True Pain	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/sAqnzsnw1m0	1
280	Pearl Fey ~ Pearly Questioning	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/sAM-XMc8OAc	1
281	Investigation ~ Middle Stage 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/dcuK7tHFg6M	1
282	Great Revival ~ Miles Edgeworth	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/QI55FRv28Kw	1
283	Hotline of Fate	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/aC_-WxlTMVQ	1
284	Investigation ~ Core 2002	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/jNPkCfUHgtI	1
285	Recollection ~ Steel Samurai's Ballad	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/VzW7ou4UaZg	1
286	Victory! ~ Another Victory	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/-Q2X1uoWEdI	1
287	End	Phoenix Wright: Justice for All	Ace Attorney	https://youtu.be/4GeSY3Kkbgc	1
288	Courtroom Lobby ~ Neverending Overture	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/QI_0ECz59ug	1
289	Trial	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/_TePxy7Hc3M	1
290	Questioning ~ Moderato 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/9IoF2nhr1Jk	1
291	Phoenix Wright ~ Objection! 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/lpSpJqFVMtc	1
292	Questioning ~ Allegro 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/b6pvnwwbNFA	1
293	Pressing Pursuit ~ Caught	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/wP1DJ_D4chA	1
294	Telling the Truth 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/UtXiYk1WUwQ	1
295	Dahlia Hawthorne ~ Distant Traces of Beauty	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/5quxFte-97o	1
296	Godot ~ The Fragrance of Black Coffee	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/2DTjNriHboA	1
297	Jingle ~ Can't Go Back to a Normal Life	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/vru3V9XcNDc	1
298	Investigation ~ Opening 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/_6nkTj26ghk	1
299	Lordly Tailor Department Store	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/JKXJSVafDag	1
300	Detention Center ~ Prisoner's Elegy	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/xBk1GIy3m4I	1
301	Mask☆deMasque ~ Pleeeeease Listen!	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/t1rjTDfLhLM	1
302	Luke Atmey ~ I Just Want Love	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/QJa9u_5_zK4	1
303	Larry Butz ~ When Something Smells, It's Usually Me	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/Ry87VcpXwjo	1
304	Beauty Hermitage	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/ZI0JFEHElUA	1
305	Victor Kudo ~ A Painful Declaration, and a War Song	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/MIQXomPzm2I	1
306	Furio Tigre ~ Swingin' Tiger	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/iFQ8wVjTPiE	1
307	Recollection ~ You Have Regrets	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/maqy9IuJjCo	1
308	Recollection ~ The Scenery Seen from Dusky Bridge	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/76RcshkmOYk	1
309	Hazakura Temple	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/yDHWjWSxj2s	1
310	Investigation ~ Middle Stage 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/6TjCzeXciV0	1
311	Recollection ~ The Bitter Taste of Truth	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/S-DHBEW9Lc8	1
312	Pressing Pursuit ~ Cornered 2004	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/hU6SWlTmapk	1
313	Victory! Endless Victory	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/Hy-qT6qfZSA	1
314	End	Phoenix Wright: Trials and Tribulations	Ace Attorney	https://youtu.be/8bzmOd8KP7c	1
366	Defendant's Lobby ~ Prelude to the Revolution	Spirit of Justice	Ace Attorney	https://youtu.be/fSRxjWIJQd0	1
367	Court Begins Abroad (Khura’in)	Spirit of Justice	Ace Attorney	https://youtu.be/IG7g8l7aEDc	1
368	Logic Construct	Spirit of Justice	Ace Attorney	https://youtu.be/sF0UO7_UzC0	1
369	Cross Examination ~ Moderato 2016	Spirit of Justice	Ace Attorney	https://youtu.be/YOkrI79UzzM	1
370	Divination Seance ~ Last Sights	Spirit of Justice	Ace Attorney	https://youtu.be/6aNSb5Ljn-8	1
371	Phoenix Wright ~ Objection! 2016	Spirit of Justice	Ace Attorney	https://youtu.be/0JpvZk3Xcxc	1
372	Cross Examination ~ Allegro 2016	Spirit of Justice	Ace Attorney	https://youtu.be/7_InP3Qe2yg	1
373	Pursuit ~ Cornering Together	Spirit of Justice	Ace Attorney	https://youtu.be/QV1B7oDbC-k	1
374	Confess The Truth 2016	Spirit of Justice	Ace Attorney	https://youtu.be/uNWH9LBO69o	1
375	Jingle ~ Take a Breather	Spirit of Justice	Ace Attorney	https://youtu.be/nrwNOXCjg_A	1
376	It's show time!	Spirit of Justice	Ace Attorney	https://youtu.be/auWSVFxoDTg	1
377	Troupe Gramarye 2016	Spirit of Justice	Ace Attorney	https://youtu.be/sNYVpQOG3FM	1
378	Investigation ~ Opening 2016	Spirit of Justice	Ace Attorney	https://youtu.be/bbBrCya-sLk	1
379	Ema Skye ~ The Scientific Detective 2016	Spirit of Justice	Ace Attorney	https://youtu.be/fvT0hP22vHU	1
380	Detention Center ~ Cold-Glass Elegy	Spirit of Justice	Ace Attorney	https://youtu.be/LVpfjermoQI	1
381	Apollo Justice ~ I'm Fine! 2013	Spirit of Justice	Ace Attorney	https://youtu.be/wsiT5a4UyqE	1
382	Defendant Lobby's ~ Prelude to the Truth	Spirit of Justice	Ace Attorney	https://youtu.be/0gz3XNIM4YQ	1
383	Court Begins (California)	Spirit of Justice	Ace Attorney	https://youtu.be/iA3lgdGcIlM	1
384	Nahyuta Sahdmadhi ~ The Last Rites Prosecutor	Spirit of Justice	Ace Attorney	https://youtu.be/JNpRPEY1D4E	1
385	Apollo Justice ~ A New Chapter of Trials! 2016	Spirit of Justice	Ace Attorney	https://youtu.be/jfIcDfHkC68	1
386	Mr. Reus - The Masked Magician	Spirit of Justice	Ace Attorney	https://youtu.be/gk7Rfl4rpHo	1
387	Reminiscence - Smile, No Matter What	Spirit of Justice	Ace Attorney	https://youtu.be/ESyFukRrUCc	1
388	Maya Fey ~ Turnabout Sisters 2016	Spirit of Justice	Ace Attorney	https://youtu.be/SxyaeDGdpJI	1
389	Investigation Opening Abroad	Spirit of Justice	Ace Attorney	https://youtu.be/Vvy9MFJjiRU	1
390	Rayfa Padma Khura'in ~ The Unyielding Medium Princess	Spirit of Justice	Ace Attorney	https://youtu.be/Zrgd7fUnjmo	1
391	The Revolutionaries ~ Dragons of Rebellion	Spirit of Justice	Ace Attorney	https://youtu.be/KMeRjoHp10E	1
392	Detention Center ~ Iron-Bar Elegy	Spirit of Justice	Ace Attorney	https://youtu.be/rUvBgltIohQ	1
393	Strange People	Spirit of Justice	Ace Attorney	https://youtu.be/1b_7kq9CdPI	1
394	Reminiscence ~ A Final Conversation	Spirit of Justice	Ace Attorney	https://youtu.be/o5wyddM1Dc0	1
395	Reminiscence ~ Farewell, Once Again	Spirit of Justice	Ace Attorney	https://youtu.be/4FwI5k3rLwc	1
396	Athena Cykes ~ Courtroom Révolutionnaire 2016	Spirit of Justice	Ace Attorney	https://youtu.be/4WhZInUkekQ	1
397	Investigation ~ Core 2016	Spirit of Justice	Ace Attorney	https://youtu.be/Hd_VBRY9zOU	1
398	Investigation ~ Core Abroad	Spirit of Justice	Ace Attorney	https://youtu.be/giAgPUuBh54	1
399	A Cornered Heart	Spirit of Justice	Ace Attorney	https://youtu.be/-L29-dbnY7k	1
400	Won the Case! ~ Each of Their Victories	Spirit of Justice	Ace Attorney	https://youtu.be/zOTpymVr4us	1
401	End (Credits Theme)	Spirit of Justice	Ace Attorney	https://youtu.be/35ABpHTarEU	1
2338	Naruhodou Ryuunosuke ~ Prelude of an Adventure	The Great Ace Attorney	Ace Attorney	https://youtu.be/9SxIJ7hXVsw	1
2339	The Great Court Anteroom	The Great Ace Attorney	Ace Attorney	https://youtu.be/lmDtVFAOCCQ	1
2340	Court Begins	The Great Ace Attorney	Ace Attorney	https://youtu.be/VXnUBflGR_o	1
2341	The Great Cross Examination: Moderato	The Great Ace Attorney	Ace Attorney	https://youtu.be/158e3Bh6o2Q	1
